,配置效应(AR),选股效应(SR),re_p,re_b,配置收益AR',选择收益SR',超额收益ER',pct_change,误差
2017-06-30 00:00:00,0.004236217424370139,-0.08412163204018236,0.0835239540773845,0.1732499668078846,0.005510112261020052,-0.10941828279518592,-0.11670798576923364,-0.011557177615571623,-0.009840598114687876
2017-12-31 00:00:00,0.10396869390144546,-0.030082485304606783,0.22195178841021124,0.15775152334687037,0.12656334630376853,-0.036620061889918995,0.07815237524968441,0.0104615384615383,-0.00968594353349781
2018-06-30 00:00:00,-0.015684638606767994,0.047564922411788724,-0.04091437825941898,-0.07706400811395271,-0.0252791441252474,0.07666102860890757,0.0582628472404064,-0.14738124238733274,0.004269346049512998
2018-12-31 00:00:00,0.011215808806091887,0.06254158281710168,-0.010428695981678587,-0.10042477347593003,0.01927251268724926,0.10746736763812909,0.15464337662109207,-0.2171428571428573,0.01623868587105788
2019-06-30 00:00:00,0.10582480029452804,0.22139256399463494,0.658153459078114,0.3531868674375144,0.1329794459278363,0.27820189984400007,0.3832210244668387,0.41788321167883513,-0.0222507726485634
总计,,,,,0.25904627305462674,0.3162919514059318,0.5575716378087879,,
