,配置效应(AR),选股效应(SR),交互效应(IR),re_p,re_b,配置收益AR',选择收益SR',超额收益ER',误差
2020-06-30 00:00:00,0.1908370629205067,0.43743398912571324,-0.36707846348644374,0.3773856951788042,0.11619310661902794,0.2818867888963742,0.6461368701746492,0.3858094384072367,-0.3670784634864437
2020-12-31 00:00:00,0.04568083027926799,0.028066487141442227,-0.03695486188331159,0.4173378889914973,0.38054543345409864,0.06732104549389602,0.04136232301715417,0.054222012995886686,-0.036954861883311534
2021-06-30 00:00:00,0.06727147475646131,0.29327192931275803,0.14891236024103802,0.5794003729906434,0.06994460868038595,0.13132878124912065,0.5725315996216281,0.9945702077949337,0.14891236024103804
总计,,,,,,0.4805366156393909,1.2600307928134313,1.434601659198057,
