,配置效应(AR),选股效应(SR),re_p,re_b,配置收益AR',选择收益SR',超额收益ER',误差
2020-06-30 00:00:00,0.005014703508789616,0.1439885583258973,0.26519636845371486,0.11619310661902794,0.007407254375681272,0.2126865280944542,0.22009378247013553,2.7755575615628914e-17
2020-12-31 00:00:00,0.11086228512118716,-0.10795521265562147,0.38345250591966423,0.38054543345409864,0.15007317044285234,-0.1461378954199926,0.003935275022859613,-9.71445146547012e-17
2021-06-30 00:00:00,-0.021195851630563436,0.4012205119452192,0.4499692689950415,0.06994460868038595,-0.037099927578886596,0.7022719443302572,0.6651720167513704,-1.6653345369377348e-16
总计,,,,,0.12038049723964701,0.7688205770047188,0.8892010742443656,
